partner_name,url_slug,full_url,date_scraped,partner_website,portal_detected,portal_type,portal_url,owner_portal_type,owner_portal_url,detection_method,date_portal_detected
"RADF Property Solutions, LLC",radf-property-solutions,https://www.secondnature.com/property-management/radf-property-solutions,2026-03-13,http://www.radfproperties.com/,true,AppFolio,https://radfmanagement.appfolio.com/connect/users/sign_in?a=cw&utm_source=apmsites_v3&utm_campaign=tportal_login,,,log in to your online portal (link),
Rail Trail Village,rail-trail-village,https://www.secondnature.com/property-management/rail-trail-village,2026-03-13,http://railtrailvillage.com/,false,Confirmed None,,,,exhaustive check — no portal found,
RAL Property Management,ral,https://www.secondnature.com/property-management/ral,2026-03-13,http://ralpropertymgmt.net/,true,AppFolio,https://www.ralpropertymgmt.net/tenant/tenant-portal,,,pay rent online (link) via page-source,
Ram Austin Property Management,ramaustin,https://www.secondnature.com/property-management/ramaustin,2026-03-13,http://www.ramaustin.com/,true,AppFolio,https://ramaustinpm.appfolio.com/connect/users/sign_in,AppFolio,https://ramaustinpm.appfolio.com/connect/users/sign_in,pay rent online (link),
Realty Management Advisors,real-management-advisors,https://www.secondnature.com/property-management/real-management-advisors,2026-03-13,http://rma-sc.com/,true,AppFolio,,,,,
Real Property Management,real-property-management,https://www.secondnature.com/property-management/real-property-management,2026-03-13,http://www.realpropertymgt.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Realliance Property Management,realliance,https://www.secondnature.com/property-management/realliance,2026-03-13,http://gowithrpm.com/,true,Propertyware,https://gowithrpm.com/#,,,online portals (link) via page-source,
Realty Masters of Florida,realtymastersofflorida,https://www.secondnature.com/property-management/realtymastersofflorida,2026-03-13,http://www.pensacolarealtymasters.com/,true,Rentvine,https://pensacolarealtymasters.rentvine.com/portals/resident/,,,tenant login (link),
Realvest Property Management,realvest,https://www.secondnature.com/property-management/realvest,2026-03-13,http://www.realvestpm.com/,true,Rentvine,,,,,
RealWise Property Management,realwise,https://www.secondnature.com/property-management/realwise,2026-03-13,http://realwise.com/,true,Buildium,https://realwise.managebuilding.com/Resident/portal/login,,,tenant portal login (link),
Red Bridge Property Management,red-bridge,https://www.secondnature.com/property-management/red-bridge,2026-03-13,http://www.redbridgepropertymanagement.com/,true,Rentvine,https://redbridgepm.rentvine.com/portals/resident/,,,pay rent (link),
Red Team Real Estate,red-team,https://www.secondnature.com/property-management/red-team,2026-03-13,http://www.redteamrealestate.com/,true,AppFolio,http://www.redteamrealestate.com/,,,page source scan,
Reedy and Company,reedy-and-company,https://www.secondnature.com/property-management/reedy-and-company,2026-03-13,http://www.reedyandcompany.com/,true,AppFolio,,,,,
Relax Property Management,relax,https://www.secondnature.com/property-management/relax,2026-03-13,http://www.relaxrealtygroup.com/,true,AppFolio,,,,,
Relevate Property Guides,relevate-property-guides,https://www.secondnature.com/property-management/relevate-property-guides,2026-03-13,http://relevatepg.com/,true,AppFolio,,,,,
Reliance Property Management,reliance,https://www.secondnature.com/property-management/reliance,2026-03-13,http://reliance-family.com/,false,Confirmed None,,,,exhaustive check — no portal found,
Reliant Property Management,reliant,https://www.secondnature.com/property-management/reliant,2026-03-13,http://reliantmanager.com/,true,Buildium,https://kbrealestaterentals.managebuilding.com/Resident/portal/login,,,tenant portal (link),
Re/Max Of Alamogordo,remax-alamogordo,https://www.secondnature.com/property-management/remax-alamogordo,2026-03-13,http://remaxofalamogordo.com/,true,Likely: remaxofalamogordo.com,https://www.remaxofalamogordo.com/login.php?login=1,,,login — unidentified portal,2026-05-18
Re/MAX Alliance Louisville,remax-alliance-louisville,https://www.secondnature.com/property-management/remax-alliance-louisville,2026-03-13,http://www.mikejgold.com/,true,Buildium,https://remaxalliance2.managebuilding.com/Resident/portal/login?returnUrl=%2F,Buildium,https://remaxalliance2.managebuilding.com/manager/public/authentication/login,tenant portal (link),2026-05-18
REMAX Real Estate Results,remax-re-results,https://www.secondnature.com/property-management/remax-re-results,2026-03-13,http://nwarentalhomes.com/,true,Propertyware,https://app.propertyware.com/pw/index.html#/login/tenant/remaxrealestateresults,Propertyware,https://app.propertyware.com/pw/index.html#/login/owner/remaxrealestateresults,tenant portal (link),
REMAX Unlimited,remax-unlimited,https://www.secondnature.com/property-management/remax-unlimited,2026-03-13,,false,Confirmed None,,,,no website found,
"Rent Appeal, Inc",rent-appeal,https://www.secondnature.com/property-management/rent-appeal,2026-03-13,http://www.rentappeal.com/,true,AppFolio,,,,,
Rent Builder Property Management,rent-builder,https://www.secondnature.com/property-management/rent-builder,2026-03-13,http://rentbuilderpropertymanagement.com/,true,AppFolio,https://rentalpm.appfolio.com/connect,,,pay rent (link),
RentCare Property Management,rent-care,https://www.secondnature.com/property-management/rent-care,2026-03-13,http://www.rentcare.net/,true,AppFolio,,,,,
Rent In Alaska,rent-in-alaska,https://www.secondnature.com/property-management/rent-in-alaska,2026-03-13,http://rentinalaska.com/,true,AppFolio,https://rentinalaska.appfolio.com/connect/users/sign_in?a=cw&utm_source=apmsites_v3&utm_campaign=tportal_login,,,pay rent (link),
Rent Midlands,rent-midlands,https://www.secondnature.com/property-management/rent-midlands,2026-03-13,http://www.rentmidlands.com/,true,AppFolio,http://www.rentmidlands.com/,,,page source scan,
Rental Guys Property Management,rental-guys,https://www.secondnature.com/property-management/rental-guys,2026-03-13,http://www.rentalguyspm.com/,true,Rentvine,https://rentalguyspm.rentvine.com/portals/resident/,Rentvine,https://www.rentalguyspropertymanagement.com/owners/multiple-property-owner/,pay rent (link),
Rental Revolution,rental-revolution,https://www.secondnature.com/property-management/rental-revolution,2026-03-13,http://www.carolinacottages.net/,true,AppFolio,,,,,
Rental Success,rental-success,https://www.secondnature.com/property-management/rental-success,2026-03-13,http://rentalsuccess.com/,true,AppFolio,,,,,
Rental Real Estate,rentalrealestate,https://www.secondnature.com/property-management/rentalrealestate,2026-03-13,http://rentalre.com/,true,Rent Manager,http://rentalre.com/,,,page source scan,
Renters Warehouse - Iowa,renters-warehouse-iowa,https://www.secondnature.com/property-management/renters-warehouse-iowa,2026-03-13,http://www.renterswarehouse.com/,true,AppFolio,https://www.renterswarehouse.com/resident-portal,,,resident login (link) via page-source,
Rentfy Property Management,rentfy,https://www.secondnature.com/property-management/rentfy,2026-03-13,http://rentfypm.com/,true,Buildium,https://rentfy.managebuilding.com/Resident/portal/login?returnUrl=%2F,Buildium,https://rentfy.managebuilding.com/manager/public/authentication/login,tenant portal (link),
Rentifi,rentifi,https://www.secondnature.com/property-management/rentifi,2026-03-13,http://www.rentifipm.com/,true,AppFolio,,,,,
Resolute Property Management,resolute,https://www.secondnature.com/property-management/resolute,2026-03-13,http://www.resolutenc.com/,true,Rentvine,,,,,
Resolute RDM,resolute-rdm,https://www.secondnature.com/property-management/resolute-rdm,2026-03-13,http://resoluterdm.com/,true,Rentvine,https://resoluterdm.rentvine.com/,,,owner/tenant login (link),
Revitalize Realty,revitalize-realty,https://www.secondnature.com/property-management/revitalize-realty,2026-03-13,http://www.revitalizerealty.com/,true,AppFolio,http://revitalizerealty.appfolio.com/connect,AppFolio,http://revitalizerealty.appfolio.com/connect,pay rent (link),
Revive Realty Group,revive-rg,https://www.secondnature.com/property-management/revive-rg,2026-03-13,http://reviverental.com/,true,Buildium,https://reviverental.com/apply-now,Buildium,https://reviverental.com/owners,apply now (link) (content match),2026-04-15
Rezo Property Management,rezo,https://www.secondnature.com/property-management/rezo,2026-03-13,http://rezopropertymanagement.com/,true,Buildium,https://rezopropertymanagementllc.managebuilding.com/Resident/portal/login,,,resident portal (link),
RHOME Atlanta,rhome-atlanta,https://www.secondnature.com/property-management/rhome-atlanta,2026-03-13,http://www.rhomepm.com/atlanta-property-management,true,AppFolio,,,,,
RHOME Chicago,rhome-chicago,https://www.secondnature.com/property-management/rhome-chicago,2026-03-13,http://www.rhomepm.com/chicago-property-management,true,AppFolio,,,,,
RHOME DC Metro,rhome-dc-metro,https://www.secondnature.com/property-management/rhome-dc-metro,2026-03-13,http://www.rhomepm.com/washington-dc-property-management,true,AppFolio,,,,,
RHOME Las Vegas,rhome-las-vegas,https://www.secondnature.com/property-management/rhome-las-vegas,2026-03-13,http://www.rhomepm.com/las-vegas-property-management,true,AppFolio,,,,,
RHOME Michigan,rhome-michigan,https://www.secondnature.com/property-management/rhome-michigan,2026-03-13,http://www.rhomepm.com/ann-arbor-property-management,true,AppFolio,,,,,
RHOME Minnesota,rhome-minnesota,https://www.secondnature.com/property-management/rhome-minnesota,2026-03-13,http://www.rhomepm.com/minneapolis-property-management,true,AppFolio,,,,,
RHOME Nashville,rhome-nashville,https://www.secondnature.com/property-management/rhome-nashville,2026-03-13,http://www.rhomepm.com/nashville-property-management,true,AppFolio,,,,,
RHOME New Jersey,rhome-new-jersey,https://www.secondnature.com/property-management/rhome-new-jersey,2026-03-13,http://www.rhomepm.com/fairfield-property-management,true,AppFolio,,,,,
RHOME Rental + Home Management,rhome-rental-management,https://www.secondnature.com/property-management/rhome-rental-management,2026-03-13,http://www.rhomepm.com/,true,AppFolio,,,,,
Rhome - Soniat Realty,rhome-soniat,https://www.secondnature.com/property-management/rhome-soniat,2026-03-13,http://soniatrealty.com/,true,AppFolio,https://account.appfolio.com/realms/foliospace/protocol/openid-connect/auth?activation_state&client_id=client-46d354e937246e801c3f2723d57ef22db8158629&portfolio_uuid&redirect_uri=https%3A%2F%2Frentalpm.appfolio.com%2Fconnect%2Fusers%2Foauth%2Fcallback&response_type=code&scope=openid+offline_access&session_timed_out=false&state,,,account login (link),
RHOME Texas,rhome-texas,https://www.secondnature.com/property-management/rhome-texas,2026-03-13,http://www.rhomepm.com/dallas-property-management,true,AppFolio,,,,,
RHOME Utah,rhome-utah,https://www.secondnature.com/property-management/rhome-utah,2026-03-13,http://www.rhomepm.com/salt-lake-city-property-management,true,AppFolio,,,,,
Riance Realty LLC,riance-realty,https://www.secondnature.com/property-management/riance-realty,2026-03-13,http://riancerealty.com/,true,AppFolio,http://riancerealty.com/,,,page source scan,
Richey Property Management LLC,richey,https://www.secondnature.com/property-management/richey,2026-03-13,http://www.richeypm.com/,true,Rentvine,https://richeypm.rentvine.com/portals/resident/,,,tenant login (link),
Richfield Property Management,richfield,https://www.secondnature.com/property-management/richfield,2026-03-13,http://richfieldpm.com/,true,Buildium,https://richfieldpropertymanagement.managebuilding.com/Resident/portal,,,tenant login (link),
Ritchie's Management Group,ritchies-mg,https://www.secondnature.com/property-management/ritchies-mg,2026-03-13,http://ritchiesmg.com/,true,Rent Manager,https://ritchiesmg.twa.rentmanager.com/,,,resident login (link),
Riva Ridge Property Management,riva-ridge,https://www.secondnature.com/property-management/riva-ridge,2026-03-13,http://www.rivaridge.biz/,true,AppFolio,http://www.rivaridge.biz/,,,page source scan,
River City Land Company,river-city,https://www.secondnature.com/property-management/river-city,2026-03-13,http://rivercityland.com/,true,AppFolio,http://rivercityland.com/,,,page source scan,
RiverTown Realty,rivertown-realty,https://www.secondnature.com/property-management/rivertown-realty,2026-03-13,http://www.myrivertownrealty.com/,true,Propertyware,https://app.propertyware.com/pw/index.html#/login/tenant/rivertownrealty,Propertyware,https://app.propertyware.com/pw/index.html#/login/owner/rivertownrealty,tenant portal (link),
Riverview Residential Management,riverview-residential,https://www.secondnature.com/property-management/riverview-residential,2026-03-13,http://riverviewmgt.com/,true,AppFolio,http://riverviewmgt.com/,,,page source scan,
Rob Brooks Realty Property Management,rob-brooks,https://www.secondnature.com/property-management/rob-brooks,2026-03-13,http://robbrookspropertymanagement.com/,true,Buildium,https://robbrooksrealty.managebuilding.com/Resident/public/home,Buildium,https://robbrooksrealty.managebuilding.com/Resident/public/home,tenant portal (link),
Rodman Properties,rodman-properties,https://www.secondnature.com/property-management/rodman-properties,2026-03-13,http://www.ibuydesoto.com/,true,AppFolio,http://www.ibuydesoto.com/,,,page source scan,
Real Property Management - Absolute,rpm-absolute,https://www.secondnature.com/property-management/rpm-absolute,2026-03-13,http://www.rpmabsolute.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management Advantage,rpm-advantage,https://www.secondnature.com/property-management/rpm-advantage,2026-03-13,http://www.realpmadvantage.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Affiliates,rpm-affiliates,https://www.secondnature.com/property-management/rpm-affiliates,2026-03-13,http://www.rpmaffiliates.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Affinity,rpm-affinity,https://www.secondnature.com/property-management/rpm-affinity,2026-03-13,http://www.rpmaffinity.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Alamo,rpm-alamo,https://www.secondnature.com/property-management/rpm-alamo,2026-03-13,http://www.rpmalamo.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management Albuquerque,rpm-albuquerque,https://www.secondnature.com/property-management/rpm-albuquerque,2026-03-13,http://www.rpmabq.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Allegiance,rpm-allegiance,https://www.secondnature.com/property-management/rpm-allegiance,2026-03-13,http://www.rpmallegiance.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Alliances,rpm-alliances,https://www.secondnature.com/property-management/rpm-alliances,2026-03-13,http://www.rpm-alliances.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Allies,rpm-allies,https://www.secondnature.com/property-management/rpm-allies,2026-03-13,http://www.rpmallies.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Anchor,rpm-anchor,https://www.secondnature.com/property-management/rpm-anchor,2026-03-13,http://www.rpmanchor.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management Ascension,rpm-ascension,https://www.secondnature.com/property-management/rpm-ascension,2026-03-13,http://www.rpmascension.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Azalea City,rpm-azalea,https://www.secondnature.com/property-management/rpm-azalea,2026-03-13,http://www.rpmazaleacity.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Beacon,rpm-beacon,https://www.secondnature.com/property-management/rpm-beacon,2026-03-13,http://www.rpmbeacon.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Bella,rpm-bella,https://www.secondnature.com/property-management/rpm-bella,2026-03-13,http://www.rpmbella.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Bluegrass,rpm-bluegrass,https://www.secondnature.com/property-management/rpm-bluegrass,2026-03-13,http://www.rpmbluegrass.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Bozeman,rpm-bozeman,https://www.secondnature.com/property-management/rpm-bozeman,2026-03-13,http://www.rpmbozeman.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Brevard,rpm-brevard,https://www.secondnature.com/property-management/rpm-brevard,2026-03-13,http://www.rpmbrevard.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management Cambridge,rpm-cambridge,https://www.secondnature.com/property-management/rpm-cambridge,2026-03-13,http://www.rpmcambridge.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management Capital Region,rpm-capital-region,https://www.secondnature.com/property-management/rpm-capital-region,2026-03-13,http://www.rpmcapitalregion.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Catalyst,rpm-catalyst,https://www.secondnature.com/property-management/rpm-catalyst,2026-03-13,http://www.rpmcatalyst.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Cedar City,rpm-cedar-city,https://www.secondnature.com/property-management/rpm-cedar-city,2026-03-13,http://www.rpmcedarcity.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Champion,rpm-champion,https://www.secondnature.com/property-management/rpm-champion,2026-03-13,http://rpmchampion.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management Charlotte Metro,rpm-charlotte-metro,https://www.secondnature.com/property-management/rpm-charlotte-metro,2026-03-13,http://www.rpmcm.com/,true,AppFolio,https://rpmnc010.appfolio.com/connect/users/sign_in,,,tenant portal (link),
Real Property Management - Chicago,rpm-chicago,https://www.secondnature.com/property-management/rpm-chicago,2026-03-13,http://www.chipropertymanagement.com/,true,AppFolio,https://www.chipropertymanagement.com/tenants,,,tenant portal (link) via page-source,
Real Property Management - Clarity Central,rpm-clarity,https://www.secondnature.com/property-management/rpm-clarity,2026-03-13,http://www.rpmclarity.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Coeur d'Alene,rpm-coeur-dAlene,https://www.secondnature.com/property-management/rpm-coeur-dAlene,2026-03-13,http://www.rpmnorthidaho.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management Consultants,rpm-consultants,https://www.secondnature.com/property-management/rpm-consultants,2026-03-13,http://www.realpmconsultants.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Coral,rpm-coral,https://www.secondnature.com/property-management/rpm-coral,2026-03-13,http://www.rpmcoral.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management Crossroads,rpm-crossroads,https://www.secondnature.com/property-management/rpm-crossroads,2026-03-13,http://www.rpmcrossroads.com/,true,AppFolio,https://rpmin013.appfolio.com/connect/users/sign_in,,,tenant portal (link),
Real Property Management Diablo Valley,rpm-diablo-valley,https://www.secondnature.com/property-management/rpm-diablo-valley,2026-03-13,http://www.rpmdiablovalley.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Diversified,rpm-diversified,https://www.secondnature.com/property-management/rpm-diversified,2026-03-13,http://www.rpmdiversified.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management Division,rpm-division,https://www.secondnature.com/property-management/rpm-division,2026-03-13,http://www.rpmdivision.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Elevation,rpm-elavation,https://www.secondnature.com/property-management/rpm-elavation,2026-03-13,http://www.rpmelevation.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Elevate,rpm-elevate,https://www.secondnature.com/property-management/rpm-elevate,2026-03-13,http://www.rpmelevate.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management Empire,rpm-empire,https://www.secondnature.com/property-management/rpm-empire,2026-03-13,http://www.rpm-empire.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Engage,rpm-engage,https://www.secondnature.com/property-management/rpm-engage,2026-03-13,http://www.rpmengage.com/,true,AppFolio,,,,,
Real Property Management - Evertrust,rpm-evertrust,https://www.secondnature.com/property-management/rpm-evertrust,2026-03-13,http://www.rpmevertrust.com/,true,AppFolio,,,,,
Real Property Management - Excelled,rpm-excelled,https://www.secondnature.com/property-management/rpm-excelled,2026-03-13,http://www.rpmexcelled.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Excellence,rpm-excellence,https://www.secondnature.com/property-management/rpm-excellence,2026-03-13,http://www.rpmexcellence.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management Faith,rpm-faith,https://www.secondnature.com/property-management/rpm-faith,2026-03-13,http://www.faithrpm.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Fidelis,rpm-fidelis,https://www.secondnature.com/property-management/rpm-fidelis,2026-03-13,http://www.rpmfidelis.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Firebird,rpm-firebird,https://www.secondnature.com/property-management/rpm-firebird,2026-03-13,http://www.rpmfirebird.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management First Class,rpm-first-class,https://www.secondnature.com/property-management/rpm-first-class,2026-03-13,http://www.rpmfirstclass.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management First Coast,rpm-first-coast,https://www.secondnature.com/property-management/rpm-first-coast,2026-03-13,http://www.rpmfirstcoast.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Focus,rpm-focus,https://www.secondnature.com/property-management/rpm-focus,2026-03-13,http://www.realpmfocus.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management Freedom,rpm-freedom,https://www.secondnature.com/property-management/rpm-freedom,2026-03-13,http://www.freedomrpm.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management Full Service,rpm-full-service,https://www.secondnature.com/property-management/rpm-full-service,2026-03-13,http://www.rpm-fullservice.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Generations,rpm-generations,https://www.secondnature.com/property-management/rpm-generations,2026-03-13,http://www.rpmgenerations.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management Genesis,rpm-genesis,https://www.secondnature.com/property-management/rpm-genesis,2026-03-13,http://www.rpmgenesis.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Golden Dome,rpm-golden-dome,https://www.secondnature.com/property-management/rpm-golden-dome,2026-03-13,http://www.rpmgoldendome.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Greenway,rpm-greenway,https://www.secondnature.com/property-management/rpm-greenway,2026-03-13,http://www.rpmgreenway.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Headwaters,rpm-headwaters,https://www.secondnature.com/property-management/rpm-headwaters,2026-03-13,http://www.rpmheadwaters.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Highland,rpm-highland,https://www.secondnature.com/property-management/rpm-highland,2026-03-13,http://www.rpmhighland.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Hill Country,rpm-hill-country,https://www.secondnature.com/property-management/rpm-hill-country,2026-03-13,http://www.rpmhillcountry.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management Home Base,rpm-home-base,https://www.secondnature.com/property-management/rpm-home-base,2026-03-13,http://www.rpmhomebase.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Houston,rpm-houston,https://www.secondnature.com/property-management/rpm-houston,2026-03-13,http://houstonrpm.com/,true,AppFolio,,,,,
Real Property Management Icon,rpm-icon,https://www.secondnature.com/property-management/rpm-icon,2026-03-13,http://www.rpmicon.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Ideal,rpm-ideal,https://www.secondnature.com/property-management/rpm-ideal,2026-03-13,http://www.rpmideal.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Innovation,rpm-innovation,https://www.secondnature.com/property-management/rpm-innovation,2026-03-13,http://www.rpminnovation.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management Instant Equity - Fort Myers,rpm-instant-equity-ft-meyers,https://www.secondnature.com/property-management/rpm-instant-equity-ft-meyers,2026-03-13,http://www.rpminstantequityfortmyers.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Instant Equity - SC,rpm-instant-equity-sc,https://www.secondnature.com/property-management/rpm-instant-equity-sc,2026-03-13,http://www.rpminstantequitycharleston.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management Instant Equity - Southwest,rpm-instant-equity-southwest,https://www.secondnature.com/property-management/rpm-instant-equity-southwest,2026-03-13,http://www.rpminstantequitymichigan.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Instant Equity - TX,rpm-instant-equity-tx,https://www.secondnature.com/property-management/rpm-instant-equity-tx,2026-03-13,http://www.rpminstantequityaustin.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Integrity,rpm-integrity,https://www.secondnature.com/property-management/rpm-integrity,2026-03-13,http://www.rpmintegrity.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Integrity Yucca Valley,rpm-integrity-yucca,https://www.secondnature.com/property-management/rpm-integrity-yucca,2026-03-13,http://www.rpmintegrity.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Key Response,rpm-key-response,https://www.secondnature.com/property-management/rpm-key-response,2026-03-13,http://www.rpmkeyresponse.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Keystone,rpm-keystone,https://www.secondnature.com/property-management/rpm-keystone,2026-03-13,http://www.rpmkeystone.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management Leaders,rpm-leaders,https://www.secondnature.com/property-management/rpm-leaders,2026-03-13,http://www.rpminstantequitytampa.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Longhorn,rpm-longhorn,https://www.secondnature.com/property-management/rpm-longhorn,2026-03-13,http://www.rpmlonghorn.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management Luxury,rpm-luxury,https://www.secondnature.com/property-management/rpm-luxury,2026-03-13,http://www.rpmluxury.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management Main,rpm-main,https://www.secondnature.com/property-management/rpm-main,2026-03-13,http://www.rpmmain.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management Marble City,rpm-marble-city,https://www.secondnature.com/property-management/rpm-marble-city,2026-03-13,http://www.rpmmarblecity.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management Meridian,rpm-meridian,https://www.secondnature.com/property-management/rpm-meridian,2026-03-13,http://www.rpmmeridian.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Midtown,rpm-midtown,https://www.secondnature.com/property-management/rpm-midtown,2026-03-13,http://www.rpmmidtown.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - North Point,rpm-north-point,https://www.secondnature.com/property-management/rpm-north-point,2026-03-13,http://www.rpmnorthpoint.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management NorthStar,rpm-northstar,https://www.secondnature.com/property-management/rpm-northstar,2026-03-13,http://www.rpmnorthstar.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management Northwest Indiana,rpm-northwest-indiana,https://www.secondnature.com/property-management/rpm-northwest-indiana,2026-03-13,http://www.rpmnwindiana.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - One Source,rpm-one-source,https://www.secondnature.com/property-management/rpm-one-source,2026-03-13,http://www.rpmonesource.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management Optimal,rpm-optimal,https://www.secondnature.com/property-management/rpm-optimal,2026-03-13,http://www.rpmoptimal.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Optimize,rpm-optimize,https://www.secondnature.com/property-management/rpm-optimize,2026-03-13,http://www.rpmoptimize.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Optimum,rpm-optimum,https://www.secondnature.com/property-management/rpm-optimum,2026-03-13,http://www.rpmoptimum.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Peace,rpm-peace,https://www.secondnature.com/property-management/rpm-peace,2026-03-13,http://www.rpmpeace.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Perfection,rpm-perfection,https://www.secondnature.com/property-management/rpm-perfection,2026-03-13,http://www.rpmperfection.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
